"D:\WindowsNoEditor\PythonAPI\examples	t\out00074488.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00074489.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00074591.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00074592.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00074729.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00074730.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00075085.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00075086.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00075435.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00075436.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00075983.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00075984.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076099.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076100.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076204.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076205.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076390.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076391.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076539.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076540.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076878.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00076879.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00077419.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00077420.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00077528.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00077529.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00077886.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00077887.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00078227.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00078228.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00078764.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00078765.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00078873.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00078874.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079237.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079238.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079585.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079586.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079675.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079676.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079769.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079770.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079916.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00079917.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080279.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080280.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080388.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080389.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080509.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080510.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080706.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080707.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080822.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080823.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080971.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00080972.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081347.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081348.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081468.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081469.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081565.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081566.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081675.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00081676.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082212.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082213.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082319.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082320.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082510.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082511.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082610.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082611.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082742.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082743.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082744.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082745.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082746.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00082747.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083087.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083088.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083220.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083221.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083504.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083505.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083697.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083698.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083821.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00083822.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084354.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084355.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084356.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084464.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084465.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084662.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084663.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084664.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084665.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084666.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084667.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084668.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084852.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084853.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084974.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00084975.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085948.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085949.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085950.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085951.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085952.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085953.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085954.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085955.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085956.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085957.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085958.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085959.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085960.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085961.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085962.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085963.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085964.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085965.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085966.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00085967.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086310.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086311.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086402.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086403.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086404.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086405.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086406.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086407.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086408.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086409.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086410.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086411.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086412.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086600.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086601.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086721.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086722.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086723.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086724.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086725.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086726.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086727.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086728.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086729.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086730.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086731.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086732.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086733.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086734.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086735.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086736.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086737.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086738.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086739.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086740.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086741.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086742.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086743.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086744.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086745.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086746.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086747.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086748.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086749.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086750.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086751.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086752.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086753.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086848.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086849.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086964.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00086965.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087157.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087158.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087300.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087301.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087302.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087663.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087664.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087781.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087782.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087986.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00087987.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088081.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088082.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088188.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088189.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088190.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088191.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088192.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088193.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088194.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088195.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088196.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088197.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088198.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088199.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088200.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088201.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088202.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088203.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088204.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088205.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088206.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088207.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088589.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088590.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088728.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088729.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088903.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00088904.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089012.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089013.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089193.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089194.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089312.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089313.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089314.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089315.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089316.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089317.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089318.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089319.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089320.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089321.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089322.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089323.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089324.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089325.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089326.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089327.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089328.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089329.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089330.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089331.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089332.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089333.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089334.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089335.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089714.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089715.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089855.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089856.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089961.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00089962.jpg",[1 0 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00090137.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00090138.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00090139.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00090140.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00090141.jpg",[0 1 0 0]
"D:\WindowsNoEditor\PythonAPI\examples	t\out00090142.jpg",[0 1 0 0]
